accountlength,areacode,churn,customerservicecalls,numbervmailmessages,totaldaycalls,totaldayminutes,totalevecalls,totaleveminutes,totalintlcalls,totalintlminutes,totalnightcalls,totalnightminutes
168,415,False,2,0,131.0,183.2,73.0,179.2,5.0,9.9,100.0,292.8
90,415,False,1,0,96.0,167.5,104.0,139.1,1.0,13.0,87.0,138.4
70,510,False,3,0,105.0,147.1,135.0,200.0,9.0,12.5,65.0,234.9
138,415,False,1,0,107.0,230.1,120.0,212.0,4.0,13.2,119.0,174.9
43,408,False,0,0,125.0,135.8,88.0,163.2,3.0,12.6,106.0,229.8
117,510,False,2,20,98.0,205.7,107.0,136.1,3.0,8.7,147.0,159.4
108,408,False,2,0,105.0,73.8,114.0,143.4,3.0,10.9,98.0,170.2
118,408,False,2,0,119.0,189.3,112.0,233.5,1.0,10.0,104.0,270.9
169,408,False,3,0,115.0,147.2,123.0,161.9,6.0,7.2,103.0,142.1
62,408,False,0,42,95.0,137.3,94.0,184.2,3.0,10.2,70.0,231.4
86,510,False,2,0,125.0,70.7,113.0,211.0,0.0,0.0,107.0,174.6
44,408,False,0,0,117.0,204.6,94.0,205.2,5.0,10.7,84.0,164.6
111,510,True,5,0,88.0,123.1,84.0,213.9,2.0,12.0,88.0,184.9
127,510,False,2,19,115.0,129.7,101.0,160.8,3.0,12.2,63.0,265.0
151,415,False,0,0,70.0,198.7,106.0,209.5,4.0,12.4,126.0,281.9
53,415,False,2,0,116.0,145.1,82.0,233.7,5.0,7.9,95.0,208.7
15,415,False,2,0,101.0,135.2,79.0,152.5,5.0,8.4,83.0,224.8
123,408,False,1,28,105.0,124.7,78.0,250.4,8.0,7.8,128.0,216.4
137,415,False,1,0,76.0,215.9,118.0,145.4,4.0,12.1,129.0,186.9
106,415,False,2,0,142.0,119.2,139.0,228.4,9.0,8.4,61.0,197.9
88,510,False,3,0,116.0,144.3,74.0,156.4,10.0,7.8,90.0,214.7
106,415,False,1,0,121.0,235.2,87.0,220.6,4.0,11.8,91.0,236.3
95,510,False,0,0,57.0,174.0,118.0,281.1,2.0,9.7,94.0,197.2
57,510,True,0,0,65.0,115.0,96.0,122.3,1.0,6.4,75.0,245.0
184,408,False,2,0,93.0,151.7,77.0,178.5,8.0,13.1,111.0,229.1
109,510,False,3,0,102.0,153.1,77.0,234.1,9.0,9.9,74.0,329.2
127,415,False,2,0,93.0,218.6,130.0,149.9,5.0,9.2,131.0,204.6
82,510,False,2,0,122.0,265.2,102.0,178.7,9.0,10.7,90.0,174.7
180,415,False,1,0,134.0,143.3,113.0,180.5,4.0,10.1,87.0,184.2
174,415,False,2,0,98.0,190.3,70.0,252.7,9.0,7.2,97.0,220.6
92,415,True,2,0,60.0,184.7,73.0,262.0,6.0,12.3,120.0,239.5
81,408,False,1,0,99.0,115.3,117.0,224.7,2.0,18.0,98.0,152.5
125,408,True,2,0,108.0,113.0,107.0,169.2,5.0,9.2,61.0,156.6
119,408,True,0,0,100.0,294.2,53.0,232.5,1.0,9.0,64.0,195.0
122,415,False,3,0,86.0,215.6,59.0,167.8,8.0,6.4,67.0,207.0
34,408,False,1,0,80.0,128.8,93.0,208.7,7.0,14.0,103.0,202.1
138,415,True,3,28,117.0,211.2,98.0,312.5,2.0,10.7,118.0,178.0
90,415,False,1,24,82.0,71.2,103.0,181.6,1.0,12.9,111.0,186.9
73,408,False,2,0,121.0,94.9,83.0,253.2,2.0,14.2,86.0,175.1
19,510,True,1,0,116.0,259.4,109.0,269.7,3.0,9.5,130.0,175.3
120,408,False,1,28,123.0,215.8,76.0,285.2,3.0,6.9,78.0,192.1
160,415,False,3,0,113.0,97.5,69.0,268.1,4.0,13.2,62.0,255.3
141,510,False,0,0,121.0,146.5,125.0,169.9,5.0,8.2,112.0,238.8
90,408,False,2,0,72.0,157.9,93.0,234.0,5.0,12.2,86.0,210.0
72,415,False,2,0,117.0,139.9,96.0,223.6,4.0,12.7,93.0,240.8
117,408,False,1,21,112.0,153.2,110.0,263.3,7.0,11.9,85.0,135.0
79,408,False,2,0,134.0,103.5,111.0,319.3,4.0,8.4,124.0,239.9
87,408,False,1,0,119.0,185.8,83.0,192.3,4.0,6.6,96.0,200.0
102,415,False,1,0,56.0,129.5,118.0,354.2,3.0,10.9,93.0,145.5
49,408,False,1,0,91.0,236.6,146.0,220.9,2.0,8.9,114.0,146.8
67,408,False,6,0,107.0,260.4,104.0,208.2,2.0,10.0,115.0,207.9
107,415,False,2,0,100.0,167.3,79.0,163.9,5.0,6.7,100.0,185.9
190,408,False,2,0,101.0,182.2,95.0,212.3,4.0,9.3,123.0,233.0
118,510,False,2,0,80.0,113.0,87.0,150.1,4.0,10.8,115.0,204.3
120,415,False,0,0,133.0,185.7,149.0,235.1,6.0,16.9,78.0,256.4
94,408,False,0,0,114.0,136.2,118.0,165.1,5.0,9.6,71.0,137.9
115,510,False,1,29,81.0,222.6,109.0,190.3,2.0,11.5,87.0,201.2
61,415,False,1,0,67.0,197.3,106.0,264.5,6.0,9.0,116.0,210.5
143,510,False,1,33,130.0,141.4,114.0,186.4,6.0,7.7,111.0,210.0
110,510,False,1,0,69.0,208.0,94.0,95.1,11.0,8.0,129.0,178.5
104,415,False,1,0,92.0,118.5,109.0,177.8,4.0,12.1,98.0,255.7
16,510,False,1,0,65.0,153.2,90.0,229.7,8.0,10.7,94.0,148.2
183,510,False,0,0,87.0,108.3,116.0,183.6,2.0,13.5,109.0,176.6
147,408,False,2,0,92.0,168.6,107.0,187.7,8.0,14.4,95.0,216.5
58,415,True,2,0,116.0,247.2,103.0,303.7,2.0,9.3,94.0,105.4
102,510,False,3,0,81.0,224.2,90.0,243.3,8.0,12.0,66.0,147.8
123,415,False,3,0,98.0,166.9,77.0,221.8,4.0,12.8,114.0,243.9
64,415,False,1,43,100.0,118.4,108.0,144.1,6.0,8.5,91.0,158.1
103,510,False,2,0,62.0,190.9,53.0,226.6,3.0,7.8,96.0,230.1
152,415,True,1,0,60.0,317.8,100.0,152.9,7.0,10.4,63.0,123.4
124,415,True,1,0,112.0,312.0,109.0,180.0,4.0,12.8,94.0,168.6
97,415,False,1,0,121.0,146.0,141.0,203.0,2.0,13.3,120.0,151.8
131,415,True,1,0,95.0,131.6,109.0,179.3,3.0,15.5,129.0,251.2
57,415,False,2,33,105.0,193.4,79.0,231.6,11.0,11.1,90.0,226.2
157,510,False,2,0,92.0,185.1,85.0,213.0,5.0,8.5,85.0,196.1
194,510,False,0,0,106.0,193.3,150.0,169.0,4.0,11.8,122.0,225.2
66,415,False,1,0,107.0,146.4,99.0,196.5,2.0,7.8,106.0,230.1
155,510,False,0,0,90.0,71.2,119.0,304.4,4.0,8.6,103.0,183.3
123,415,True,4,0,104.0,123.2,117.0,190.0,5.0,12.9,95.0,170.3
116,510,False,2,0,90.0,205.0,114.0,140.9,4.0,7.5,96.0,272.6
63,415,False,1,0,78.0,128.7,133.0,240.8,6.0,12.8,121.0,237.7
64,510,False,3,0,78.0,216.9,115.0,211.0,5.0,11.4,116.0,179.8
96,510,False,3,0,122.0,150.0,116.0,218.5,1.0,9.8,89.0,212.4
53,415,False,1,0,106.0,164.1,56.0,206.0,2.0,11.4,124.0,194.7
105,510,False,3,0,113.0,212.0,128.0,226.6,7.0,8.9,114.0,193.6
53,510,False,2,37,99.0,167.3,99.0,194.7,9.0,12.0,112.0,236.7
101,415,False,1,0,130.0,154.4,101.0,217.2,4.0,13.9,52.0,185.4
129,510,False,3,30,95.0,177.3,102.0,211.8,7.0,9.3,108.0,240.2
122,408,True,1,0,141.0,231.2,136.0,267.8,5.0,8.8,100.0,240.3
163,415,False,5,0,100.0,202.9,46.0,178.6,3.0,12.8,116.0,203.8
93,408,False,0,0,120.0,149.6,85.0,200.7,9.0,14.3,107.0,181.2
115,510,True,1,0,81.0,345.3,106.0,203.4,8.0,11.8,107.0,217.5
25,408,True,1,0,80.0,264.9,66.0,281.2,4.0,8.4,80.0,166.1
73,408,False,1,0,92.0,122.0,114.0,138.3,5.0,5.8,128.0,224.2
120,415,False,2,0,88.0,177.2,99.0,270.4,2.0,14.0,90.0,231.5
196,415,False,1,0,80.0,133.1,120.0,206.5,8.0,10.3,96.0,221.6
97,510,True,0,0,90.0,225.1,127.0,279.5,4.0,8.8,103.0,233.8
148,408,False,1,0,120.0,208.4,99.0,174.4,4.0,11.2,105.0,310.7
85,408,False,1,30,107.0,173.1,101.0,247.2,5.0,11.5,104.0,158.7
86,510,True,2,0,131.0,162.4,102.0,167.0,2.0,11.4,118.0,128.9
78,415,False,2,13,93.0,281.2,101.0,178.2,5.0,6.4,129.0,244.2
106,415,False,3,0,89.0,208.3,67.0,169.4,4.0,15.9,90.0,102.0
147,415,False,2,38,126.0,243.4,109.0,273.8,8.0,14.1,91.0,282.9
145,415,True,1,0,89.0,224.2,121.0,314.9,3.0,16.1,121.0,182.9
91,415,False,3,0,100.0,189.3,107.0,239.3,3.0,9.9,89.0,89.7
81,408,False,4,46,124.0,168.3,103.0,270.9,2.0,6.7,98.0,222.5
116,415,False,1,24,90.0,232.9,94.0,152.1,6.0,10.7,82.0,344.3
69,415,False,1,37,98.0,155.0,105.0,142.4,4.0,5.9,117.0,143.7
135,510,False,0,0,130.0,154.4,90.0,203.8,3.0,11.8,59.0,158.7
73,510,False,2,0,102.0,234.7,110.0,195.7,8.0,8.4,71.0,253.4
48,415,False,1,0,88.0,240.0,117.0,141.0,9.0,7.1,137.0,128.9
125,415,True,0,0,78.0,298.4,142.0,270.5,2.0,12.2,84.0,107.3
100,415,False,1,0,102.0,166.0,97.0,236.1,4.0,10.9,93.0,134.3
165,415,False,0,33,140.0,111.6,111.0,213.3,3.0,16.0,115.0,267.6
64,415,False,2,0,98.0,174.5,103.0,180.2,2.0,10.7,89.0,179.0
116,510,False,1,27,137.0,175.5,60.0,210.6,5.0,6.9,121.0,294.8
147,408,True,3,35,109.0,157.5,67.0,189.6,2.0,11.1,76.0,227.0
115,415,False,1,0,113.0,206.2,102.0,176.4,7.0,11.0,119.0,297.1
84,415,False,4,35,138.0,207.5,116.0,201.0,16.0,7.5,107.0,164.5
86,510,False,4,16,105.0,144.8,111.0,206.2,2.0,11.6,117.0,255.4
134,415,False,2,0,85.0,258.8,114.0,129.5,7.0,10.9,106.0,193.6
105,415,True,0,0,106.0,226.9,77.0,182.2,2.0,11.6,107.0,203.9
88,408,False,2,0,119.0,152.9,107.0,171.2,5.0,12.0,106.0,257.0
90,408,False,2,27,51.0,156.7,118.0,236.5,6.0,12.6,111.0,123.2
86,408,False,1,0,85.0,150.8,88.0,295.9,1.0,12.5,104.0,247.2
37,415,False,4,0,126.0,221.0,110.0,204.5,3.0,6.8,98.0,118.0
141,415,True,1,32,92.0,322.4,107.0,283.2,3.0,6.7,111.0,209.5
148,408,False,2,0,148.0,153.6,87.0,262.1,3.0,9.8,99.0,225.5
163,408,False,2,22,91.0,215.1,102.0,138.9,2.0,12.4,109.0,146.2
89,415,False,1,35,108.0,174.4,100.0,196.7,3.0,11.8,74.0,127.4
63,415,False,0,0,126.0,180.5,98.0,230.0,3.0,10.6,73.0,232.5
102,415,False,2,0,106.0,123.1,102.0,182.0,7.0,12.6,75.0,244.6
76,510,False,1,0,94.0,165.7,80.0,257.4,4.0,10.0,114.0,170.8
104,408,False,2,0,92.0,200.2,87.0,118.7,6.0,6.0,65.0,236.6
109,510,False,3,0,82.0,154.8,109.0,287.7,9.0,5.9,80.0,208.4
105,510,False,2,0,116.0,125.4,95.0,261.5,9.0,11.4,104.0,241.6
63,415,False,1,33,111.0,184.2,89.0,312.6,4.0,12.2,55.0,264.0
105,415,False,3,24,99.0,274.7,118.0,193.5,3.0,10.8,109.0,299.6
68,415,False,1,39,140.0,142.0,89.0,241.6,5.0,11.3,72.0,302.0
63,408,False,1,21,99.0,151.5,89.0,147.8,4.0,10.0,114.0,210.4
74,415,False,3,0,114.0,124.8,121.0,133.0,7.0,10.6,85.0,160.3
76,415,False,0,0,85.0,179.2,66.0,222.9,2.0,12.4,113.0,188.2
91,408,True,2,0,110.0,246.4,98.0,182.0,2.0,12.1,106.0,157.6
101,415,False,5,0,114.0,232.7,123.0,186.4,6.0,11.5,122.0,153.3
116,408,True,0,0,120.0,288.0,90.0,255.8,4.0,13.4,99.0,233.4
131,415,False,1,23,145.0,170.8,93.0,236.7,1.0,12.7,100.0,294.5
84,415,False,1,0,114.0,216.1,107.0,197.5,3.0,9.8,104.0,217.8
104,415,False,2,0,100.0,138.7,58.0,215.4,4.0,4.9,98.0,164.3
108,510,False,3,0,112.0,210.7,73.0,238.7,5.0,9.2,90.0,253.6
111,415,False,0,0,117.0,181.8,91.0,158.1,9.0,9.7,123.0,266.2
155,408,False,1,30,103.0,61.6,110.0,255.1,5.0,12.4,96.0,225.9
66,510,False,1,0,85.0,207.7,112.0,196.7,3.0,6.8,83.0,261.7
64,510,False,1,0,73.0,219.2,65.0,167.0,5.0,10.0,119.0,161.4
69,415,False,2,0,122.0,227.0,111.0,258.7,1.0,8.9,87.0,169.7
116,415,False,3,0,73.0,245.9,87.0,240.1,5.0,8.9,89.0,158.7
101,415,False,0,0,84.0,257.3,115.0,184.8,7.0,13.5,109.0,108.9
15,415,False,2,0,130.0,121.1,86.0,216.0,5.0,16.1,33.0,235.1
88,415,True,4,0,136.0,301.5,72.0,257.7,2.0,13.4,118.0,132.9
197,415,False,0,0,96.0,233.9,111.0,218.9,3.0,9.5,109.0,182.9
50,415,True,2,0,108.0,99.6,102.0,308.7,6.0,13.7,62.0,161.2
172,510,False,2,0,123.0,169.8,94.0,183.1,7.0,12.7,72.0,395.0
188,415,True,1,26,115.0,198.8,67.0,166.6,3.0,14.4,118.0,198.5
85,408,False,3,0,86.0,116.2,127.0,229.7,3.0,10.1,109.0,204.2
103,510,True,1,0,128.0,255.9,92.0,140.9,2.0,12.1,130.0,308.9
136,408,False,3,27,84.0,187.7,147.0,221.0,4.0,10.0,110.0,145.7
155,408,False,0,21,91.0,195.9,84.0,213.9,4.0,8.6,111.0,88.2
145,415,False,2,0,97.0,129.4,101.0,185.4,2.0,1.1,106.0,204.7
116,510,False,2,12,108.0,221.0,118.0,151.0,6.0,9.0,80.0,179.0
152,408,False,2,0,92.0,140.5,96.0,186.8,5.0,9.5,89.0,227.0
65,415,True,0,0,123.0,277.9,112.0,155.8,10.0,9.2,71.0,256.9
180,415,True,3,0,105.0,224.9,101.0,250.0,5.0,6.7,73.0,216.1
67,415,False,0,0,117.0,109.1,124.0,217.4,6.0,12.8,141.0,188.4
60,415,False,0,0,109.0,207.8,112.0,123.5,9.0,5.7,115.0,291.6
138,510,False,0,0,96.0,205.9,94.0,257.1,8.0,12.1,63.0,209.0
44,415,True,4,0,139.0,308.6,94.0,150.8,3.0,7.3,66.0,198.7
25,510,False,2,0,69.0,242.6,117.0,209.0,6.0,14.4,82.0,219.7
145,408,False,1,0,82.0,229.6,103.0,138.1,3.0,3.3,109.0,250.8
122,510,False,2,28,62.0,166.0,88.0,233.9,3.0,7.7,84.0,170.1
121,415,True,0,0,126.0,144.8,82.0,200.6,9.0,13.3,81.0,208.8
55,510,False,0,0,77.0,106.1,100.0,123.5,3.0,12.9,92.0,96.4
77,415,False,1,0,84.0,221.8,125.0,166.0,4.0,13.2,72.0,210.2
12,415,False,2,0,98.0,204.6,90.0,212.5,7.0,9.8,95.0,182.1
64,510,False,3,0,93.0,213.5,114.0,166.6,3.0,14.1,78.0,122.0
92,415,False,2,44,95.0,152.0,73.0,274.9,1.0,10.0,121.0,162.4
125,415,True,1,29,81.0,260.8,112.0,163.7,6.0,17.0,117.0,271.7
160,408,False,1,0,117.0,166.4,129.0,317.0,2.0,10.0,121.0,160.4
79,415,False,0,0,83.0,177.9,84.0,167.3,8.0,15.2,142.0,223.7
36,415,False,3,0,97.0,235.1,104.0,196.8,7.0,7.0,110.0,259.7
102,415,False,2,0,92.0,186.8,123.0,173.7,4.0,9.7,131.0,250.9
138,408,False,1,0,81.0,268.4,115.0,174.4,4.0,11.6,96.0,193.5
164,510,False,3,0,95.0,192.1,94.0,249.8,3.0,7.3,100.0,132.6
125,415,True,0,0,82.0,240.7,85.0,269.4,3.0,10.1,74.0,187.1
72,408,False,2,0,113.0,179.9,112.0,149.8,7.0,9.8,79.0,168.2
74,415,True,3,0,86.0,314.1,99.0,222.4,5.0,12.3,121.0,259.0
134,415,False,0,41,82.0,162.0,77.0,324.7,5.0,11.9,112.0,160.1
145,415,False,1,0,89.0,175.8,119.0,274.3,4.0,12.4,69.0,226.6
136,510,False,0,0,91.0,109.4,111.0,207.5,5.0,11.6,107.0,135.0
209,510,True,3,0,124.0,255.1,110.0,230.6,5.0,8.5,69.0,218.0
66,415,False,3,0,84.0,208.7,88.0,173.3,3.0,8.3,107.0,264.7
152,510,False,1,20,108.0,214.6,82.0,96.6,5.0,7.9,145.0,170.7
162,408,False,1,0,121.0,49.2,136.0,143.9,13.0,12.1,97.0,203.0
72,510,False,2,0,133.0,141.3,96.0,134.9,3.0,11.2,97.0,227.5
101,415,False,4,0,89.0,253.2,114.0,237.9,7.0,9.7,85.0,154.3
125,415,False,0,0,128.0,206.0,71.0,198.1,3.0,13.2,116.0,135.9
46,408,False,2,0,105.0,40.4,83.0,172.4,2.0,9.0,89.0,145.1
132,408,True,1,0,104.0,291.2,132.0,234.2,3.0,8.9,87.0,191.7
193,415,False,0,31,58.0,71.2,105.0,124.7,3.0,11.7,108.0,155.5
63,510,True,0,0,69.0,261.8,135.0,245.0,4.0,14.7,94.0,202.1
124,510,False,1,0,134.0,191.3,113.0,261.5,3.0,10.0,111.0,182.3
144,415,False,0,0,101.0,133.3,127.0,255.5,2.0,11.6,68.0,228.6
116,408,False,2,24,138.0,183.6,90.0,203.8,3.0,6.0,89.0,166.9
189,415,False,1,30,116.0,155.2,50.0,195.5,6.0,15.4,108.0,170.1
97,408,False,1,28,93.0,283.1,98.0,185.4,8.0,6.1,78.0,312.8
137,510,False,2,50,94.0,186.5,106.0,178.0,4.0,12.1,100.0,215.6
142,415,False,0,38,104.0,163.3,114.0,136.0,6.0,4.3,127.0,249.1
84,510,False,1,0,125.0,203.4,88.0,182.9,2.0,13.8,121.0,213.7
119,415,False,1,19,110.0,178.1,100.0,212.8,6.0,10.0,123.0,226.3
158,415,False,1,0,103.0,195.9,95.0,89.1,3.0,10.3,82.0,302.2
50,415,False,1,0,127.0,295.3,100.0,127.4,6.0,9.6,105.0,166.8
98,408,False,2,0,82.0,136.1,118.0,156.3,5.0,10.1,83.0,158.8
101,415,False,2,24,95.0,114.1,86.0,161.5,9.0,13.0,90.0,176.3
182,415,True,2,0,124.0,279.1,108.0,180.5,11.0,9.5,104.0,217.5
51,408,False,0,0,111.0,169.3,69.0,139.5,3.0,12.0,87.0,197.0
117,510,False,2,0,94.0,214.4,149.0,138.0,1.0,9.9,102.0,148.7
92,415,False,0,0,125.0,255.8,111.0,142.7,3.0,11.7,101.0,181.2
86,408,False,2,0,71.0,148.2,91.0,285.1,3.0,6.2,155.0,166.4
122,415,False,2,0,93.0,119.3,103.0,223.9,4.0,8.7,122.0,211.9
156,408,False,1,27,137.0,192.3,115.0,199.9,8.0,14.8,112.0,244.2
127,510,True,0,0,91.0,245.2,92.0,217.2,6.0,13.9,128.0,243.1
130,408,True,5,0,106.0,216.2,86.0,363.7,2.0,16.9,123.0,126.7
158,408,False,2,0,114.0,172.4,69.0,256.6,0.0,0.0,104.0,235.3
145,510,False,1,30,107.0,175.3,116.0,153.3,3.0,11.1,85.0,233.6
90,415,True,0,26,104.0,169.0,104.0,188.8,3.0,13.3,76.0,213.3
127,510,False,3,27,113.0,2.6,102.0,254.0,5.0,9.2,156.0,242.7
109,415,False,1,0,143.0,184.1,105.0,211.7,2.0,9.9,116.0,243.0
88,415,False,1,0,90.0,181.9,87.0,151.5,3.0,7.5,100.0,143.0
101,510,False,0,9,116.0,160.1,121.0,210.0,9.0,10.8,65.0,139.1
171,510,False,0,0,122.0,189.8,85.0,173.7,1.0,10.3,84.0,257.1
21,415,False,1,0,142.0,223.2,114.0,216.5,2.0,12.4,111.0,214.7
145,408,False,2,31,94.0,216.0,123.0,225.1,1.0,10.7,109.0,234.7
90,415,False,2,0,124.0,198.5,100.0,266.6,7.0,8.0,80.0,243.3
33,408,False,1,0,115.0,159.5,118.0,195.4,7.0,7.1,86.0,102.4
61,408,True,2,40,78.0,105.0,100.0,180.6,2.0,10.2,115.0,174.1
107,415,False,3,0,108.0,204.5,110.0,162.4,1.0,13.4,102.0,155.0
147,408,True,0,0,92.0,274.0,82.0,231.8,1.0,6.2,83.0,283.6
117,510,False,2,0,84.0,158.7,91.0,181.7,10.0,7.7,67.0,177.3
95,415,False,1,0,116.0,229.9,110.0,202.4,6.0,14.2,105.0,171.4
186,510,False,1,0,97.0,137.8,118.0,187.7,6.0,8.7,85.0,146.4
128,415,False,0,0,94.0,179.4,92.0,270.4,4.0,7.9,88.0,191.0
55,408,False,3,39,101.0,139.3,117.0,178.3,1.0,8.1,104.0,246.5
134,415,False,2,0,86.0,7.8,100.0,171.4,2.0,12.9,80.0,186.5
96,415,False,1,23,88.0,183.1,89.0,147.4,7.0,11.3,108.0,350.2
107,415,False,0,0,79.0,206.9,117.0,262.4,3.0,10.7,69.0,149.3
123,415,False,2,0,106.0,140.0,101.0,153.7,1.0,12.5,87.0,50.1
35,415,False,2,0,59.0,179.2,101.0,283.3,7.0,5.8,83.0,285.4
74,408,False,0,0,136.0,177.4,104.0,240.3,3.0,12.0,133.0,237.3
130,408,False,1,0,129.0,115.6,104.0,167.8,9.0,12.6,124.0,141.8
137,408,True,0,0,103.0,237.3,84.0,176.7,4.0,14.2,81.0,263.4
88,415,False,1,0,116.0,181.5,119.0,187.0,7.0,10.5,96.0,220.3
80,408,False,3,0,90.0,51.5,98.0,164.0,4.0,9.5,80.0,169.4
116,408,False,3,19,104.0,155.7,118.0,185.4,2.0,8.2,116.0,192.7
123,510,False,2,23,88.0,245.0,105.0,265.0,3.0,14.9,108.0,239.7
120,415,False,1,0,99.0,131.7,109.0,163.1,3.0,10.7,116.0,201.1
146,415,False,1,0,126.0,111.1,95.0,313.4,6.0,10.5,82.0,215.7
106,510,False,3,9,100.0,88.5,109.0,324.8,4.0,8.2,86.0,79.9
121,408,False,1,44,85.0,116.0,120.0,150.1,2.0,12.0,98.0,246.8
137,510,False,1,0,81.0,155.5,94.0,133.1,2.0,9.1,77.0,253.1
84,408,False,2,30,65.0,106.5,108.0,225.7,3.0,5.7,61.0,188.6
67,510,False,1,31,68.0,175.2,73.0,199.2,6.0,13.2,99.0,219.8
161,408,True,4,0,84.0,154.7,125.0,177.8,2.0,5.9,90.0,172.9
134,510,True,2,34,105.0,247.2,133.0,225.5,5.0,6.1,76.0,186.3
62,415,True,0,32,93.0,218.4,132.0,236.7,3.0,13.2,137.0,192.2
120,415,False,1,24,81.0,227.5,71.0,234.9,13.0,9.0,128.0,166.4
130,408,False,0,30,117.0,185.0,141.0,249.5,7.0,7.4,103.0,157.8
20,408,False,2,0,89.0,186.8,51.0,253.4,6.0,12.3,105.0,273.1
68,415,False,1,0,119.0,158.8,105.0,211.8,3.0,10.3,101.0,198.1
112,415,False,0,0,150.0,208.7,104.0,212.8,4.0,8.5,98.0,178.1
77,408,False,3,0,95.0,185.9,98.0,212.0,4.0,11.3,81.0,282.3
109,415,False,2,0,74.0,222.5,75.0,169.7,3.0,9.0,94.0,264.3
108,415,False,3,0,101.0,201.1,86.0,170.7,3.0,11.6,113.0,237.4
79,415,False,1,17,114.0,167.9,93.0,243.7,2.0,9.1,114.0,211.9
119,408,True,3,0,88.0,239.1,79.0,243.5,3.0,10.9,92.0,230.9
38,510,True,5,0,109.0,175.7,97.0,211.8,3.0,9.2,109.0,137.9
109,415,True,6,29,90.0,111.2,98.0,263.5,6.0,9.0,128.0,224.7
78,415,False,1,0,74.0,87.7,58.0,214.8,6.0,10.8,147.0,201.3
134,415,False,0,0,99.0,244.1,111.0,246.9,2.0,7.2,133.0,200.0
47,415,False,2,27,89.0,165.0,118.0,127.3,4.0,7.7,95.0,284.4
59,408,False,0,27,110.0,127.4,99.0,103.3,3.0,9.1,73.0,164.2
151,415,False,0,0,106.0,194.8,103.0,292.7,3.0,5.5,82.0,224.6
129,415,False,1,0,131.0,54.7,105.0,256.1,4.0,11.1,135.0,176.6
107,510,False,2,27,104.0,283.4,152.0,224.1,7.0,14.4,63.0,241.3
137,408,True,0,0,112.0,258.0,117.0,246.5,3.0,10.9,100.0,173.2
76,510,False,1,0,142.0,90.5,75.0,211.7,2.0,9.3,76.0,194.9
24,415,False,0,0,132.0,235.6,129.0,115.9,2.0,16.2,136.0,185.4
169,408,False,2,0,82.0,142.5,110.0,231.4,4.0,10.0,67.0,131.2
30,408,False,1,0,68.0,54.0,96.0,179.3,8.0,10.2,101.0,247.2
70,415,False,3,0,87.0,214.8,114.0,131.0,3.0,9.4,104.0,216.9
52,510,True,0,0,118.0,251.4,80.0,196.6,2.0,11.0,53.0,192.0
3,408,False,4,0,99.0,139.0,108.0,250.7,3.0,6.1,87.0,286.2
38,415,False,2,0,114.0,117.3,105.0,208.7,2.0,14.4,98.0,203.4
104,415,False,3,0,108.0,264.0,75.0,132.2,8.0,10.6,91.0,177.7
27,408,False,1,0,105.0,82.6,99.0,204.0,4.0,9.1,122.0,224.2
166,415,False,1,28,126.0,175.8,76.0,253.6,5.0,11.4,72.0,128.5
13,408,False,2,0,100.0,220.4,79.0,211.2,8.0,13.6,112.0,259.3
52,408,False,2,0,104.0,217.0,83.0,152.3,4.0,11.8,109.0,134.3
114,415,False,1,25,77.0,129.0,110.0,290.0,5.0,11.6,110.0,177.1
156,408,False,1,0,106.0,150.5,112.0,152.9,3.0,3.5,86.0,215.9
90,415,False,0,42,66.0,193.3,85.0,263.3,4.0,11.1,97.0,214.4
62,415,False,2,0,122.0,189.5,95.0,103.8,5.0,10.8,106.0,180.6
82,415,False,2,33,95.0,137.8,128.0,235.5,6.0,11.0,70.0,268.1
52,510,False,3,0,80.0,129.3,101.0,142.7,4.0,12.3,89.0,258.3
146,510,False,1,0,77.0,115.6,100.0,213.6,6.0,10.7,72.0,218.4
120,415,False,2,23,114.0,221.9,84.0,254.7,5.0,7.2,117.0,250.5
130,415,True,1,0,113.0,263.7,103.0,186.5,6.0,18.3,99.0,195.3
90,408,False,1,0,91.0,61.3,94.0,194.4,9.0,11.4,80.0,143.1
147,408,False,1,0,113.0,183.8,110.0,164.7,4.0,10.1,87.0,111.0
159,415,True,0,0,68.0,167.4,74.0,143.8,3.0,10.3,111.0,140.1
74,510,False,4,27,122.0,154.1,150.0,195.3,2.0,13.2,86.0,276.7
130,408,False,0,0,101.0,252.0,105.0,170.2,5.0,5.7,64.0,209.2
155,408,False,0,0,94.0,163.1,108.0,291.7,3.0,11.2,111.0,96.4
87,415,False,2,0,80.0,198.3,89.0,187.0,4.0,16.6,96.0,133.5
81,415,True,0,0,48.0,324.7,82.0,236.4,5.0,13.1,78.0,187.6
99,510,False,2,0,78.0,128.3,120.0,215.3,9.0,14.3,140.0,143.7
131,510,False,2,0,110.0,187.9,101.0,200.5,11.0,10.2,125.0,202.6
89,510,True,5,0,71.0,129.2,68.0,214.1,4.0,10.3,100.0,214.9
123,415,True,4,0,106.0,125.5,96.0,128.9,6.0,6.3,129.0,251.9
130,510,False,1,26,108.0,257.2,122.0,224.3,4.0,12.6,118.0,204.0
99,415,False,1,0,90.0,124.6,70.0,146.4,6.0,10.5,95.0,169.4
36,408,False,1,0,144.0,175.1,69.0,216.9,3.0,9.9,146.0,243.7
87,415,False,3,0,91.0,124.3,105.0,173.4,5.0,7.5,109.0,256.3
139,415,False,2,0,130.0,271.6,131.0,156.0,9.0,11.6,108.0,136.3
